spectrum_id,name,category,description,source,saved_utc,archived,band_index,band_center_nm,reflectance,valid,source_id,standard_deviation,contributors
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,0,420.0,0.045006686538766424,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,1,435.98425196850394,0.04501183368987198,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,2,451.9685039370079,0.0450209428121976,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,3,467.9527559055118,0.04503706318445852,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,4,483.93700787401576,0.0450655900453385,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,5,499.9212598425197,0.045116067586519606,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,6,515.9055118110236,0.04520537365747356,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,7,531.8897637795276,0.04536333656551299,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,8,547.8740157480315,0.04564261480090866,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,9,563.8582677165355,0.04613599233666373,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,10,579.8425196850394,0.04700639803618717,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,11,595.8267716535433,0.04853821284699117,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,12,611.8110236220473,0.051222511819969924,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,13,627.7952755905512,0.05589127111735438,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,14,643.7795275590552,0.06390672263502659,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,15,659.7637795275591,0.07736561240097853,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,16,675.748031496063,0.09914346159909868,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,17,691.732283464567,0.13235573004957074,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,18,707.7165354330709,0.17869409925349294,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,19,723.7007874015749,0.23591701219005853,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,20,739.6850393700788,0.29681728612581293,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,21,755.6692913385828,0.35218406920298556,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,22,771.6535433070867,0.39576035806657733,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,23,787.6377952755906,0.4263252680454106,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,24,803.6220472440945,0.4460727514915886,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,25,819.6062992125984,0.45816237923844166,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,26,835.5905511811023,0.4653212932779139,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,27,851.5748031496063,0.4694771124365016,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,28,867.5590551181102,0.47186183886032984,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,29,883.5433070866142,0.47322117983608636,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,30,899.5275590551181,0.47399309100780584,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,31,915.511811023622,0.47443047999175464,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,32,931.496062992126,0.4746780144081075,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,33,947.4803149606299,0.4748180045967742,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,34,963.4645669291339,0.47489713904566133,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,35,979.4488188976378,0.4749418506835145,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,36,995.4330708661417,0.47496707778540165,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,37,1011.4173228346457,0.47498122727229436,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,38,1027.4015748031497,0.47498895634984095,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,39,1043.3858267716537,0.47499267930229827,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,40,1059.3700787401576,0.4749932808263681,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,41,1075.3543307086616,0.474990247938584,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,42,1091.3385826771655,0.47498124104188366,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,43,1107.3228346456694,0.4749609671622779,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,44,1123.3070866141734,0.4749190786913631,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,45,1139.2913385826773,0.4748367126515169,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,46,1155.2755905511813,0.47468125615025186,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,47,1171.2598425196852,0.47439905612068023,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,48,1187.244094488189,0.4739061910875266,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,49,1203.2283464566929,0.4730781811233657,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,50,1219.2125984251968,0.47174064238756647,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,51,1235.1968503937007,0.4696642468324342,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,52,1251.1811023622047,0.46656854987614654,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,53,1267.1653543307086,0.4621396955734834,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,54,1283.1496062992126,0.45606599180619817,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,55,1299.1338582677165,0.4480923209529379,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,56,1315.1181102362204,0.4380892907535696,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,57,1331.1023622047244,0.4261267509525479,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,58,1347.0866141732283,0.41253553336229404,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,59,1363.0708661417323,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,60,1379.0551181102362,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,61,1395.0393700787401,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,62,1411.023622047244,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,63,1427.007874015748,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,64,1442.992125984252,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,65,1458.976377952756,0.34565804258306265,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,66,1474.9606299212599,0.3503764061540367,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,67,1490.9448818897638,0.35905843405742227,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,68,1506.9291338582677,0.3708216487869833,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,69,1522.9133858267717,0.38454089747457737,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,70,1538.8976377952756,0.39901426030145143,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,71,1554.8818897637796,0.4131198922696085,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,72,1570.8661417322835,0.425934690129024,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,73,1586.8503937007874,0.436798373982265,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,74,1602.8346456692914,0.44532138601140775,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,75,1618.8188976377953,0.45134753381124015,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,76,1634.8031496062993,0.4548896450704426,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,77,1650.7874015748032,0.456057894245594,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,78,1666.7716535433071,0.4549970361155724,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,79,1682.755905511811,0.45184270549932815,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,80,1698.740157480315,0.44670046334030794,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,81,1714.724409448819,0.4396460048511816,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,82,1730.708661417323,0.4307416174584733,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,83,1746.6929133858268,0.4200625325345137,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,84,1762.6771653543308,0.40772676031650545,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,85,1778.6614173228347,0.3939227408155126,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,86,1794.6456692913387,0.37893023042141133,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,87,1810.6299212598426,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,88,1826.6141732283465,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,89,1842.5984251968505,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,90,1858.5826771653544,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,91,1874.5669291338584,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,92,1890.5511811023623,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,93,1906.5354330708662,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,94,1922.5196850393702,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,95,1938.5039370078741,,0,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,96,1954.4881889763778,0.2764523896077155,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,97,1970.4724409448818,0.28134555307722453,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,98,1986.4566929133857,0.2894398619592763,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,99,2002.4409448818897,0.3003227682371493,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,100,2018.4251968503936,0.313459168136063,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,101,2034.4094488188975,0.3282349220851825,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,102,2050.3937007874015,0.34400414792528533,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,103,2066.3779527559054,0.3601352533707608,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,104,2082.3622047244094,0.37605123594778084,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,105,2098.3464566929133,0.39126088070647447,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,106,2114.3307086614172,0.405378912271937,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,107,2130.314960629921,0.41813466269262783,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,108,2146.299212598425,0.42937017164515884,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,109,2162.283464566929,0.4390296676322555,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,110,2178.267716535433,0.4471429921532068,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,111,2194.251968503937,0.45380570951276544,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,112,2210.236220472441,0.4591584490486894,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,113,2226.220472440945,0.4633675574935498,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,114,2242.2047244094488,0.46660852063352837,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,115,2258.1889763779527,0.46905296427344095,1,,,[]
